,Year,DayType_i,Hour,Air Temperature (degC),Energy Demand (kWh),Irradiance (W/m2),DUoS export (GBP/kWh),DUoS import (GBP/kWh),Wholesale (GBP/kWh),Misc (GBP/kWh),Export Price (GBP/kWh),Import Price (GBP/kWh),DRH (GBP/MW/hr),DRL (GBP/MW/hr),PV Energy Output (kWh),Grid Import (kWh),Grid Export (kWh),Battery Charging (kWh),Battery Discharging (kWh),Battery SOC,Battery Energy level (kWh)
0,0,1,0,3.443304347826087,75.72118516513768,0.0,0.00032,0.00035,0.0581626086956521,0.16,0.058482608695652104,0.21851260869565212,-3.536086956521739,8.640434782608695,0.0,102.16265014090708,0.0,26.441464975769396,0.0,0.45229866058598295,210.8276739778389
1,0,1,1,3.378417391304348,84.58695301080435,0.0,0.00032,0.00035,0.0568721739130434,0.16,0.057192173913043404,0.2172221739130434,-3.536086956521739,8.640434782608695,0.0,153.81447060414774,0.0,69.2275175933434,0.0,0.5892239954394871,274.65198382302185
2,0,1,2,3.3115652173913044,83.58443949785298,0.0,0.00032,0.00035,0.0524634782608695,0.16,0.0527834782608695,0.2128134782608695,-3.536086956521739,8.640434782608695,0.0,152.8119570911964,0.0,69.2275175933434,0.0,0.7261493302929913,338.4762936682048
3,0,1,3,3.282391304347826,87.33226243678178,0.0,0.00032,0.00035,0.0510569565217391,0.16,0.0513769565217391,0.2114069565217391,-3.536086956521739,8.640434782608695,0.0,156.55978003012518,0.0,69.2275175933434,0.0,0.8630746651464956,402.3006035133877
4,0,1,4,3.257391304347826,82.94242811887919,0.0,0.00032,0.00035,0.0520104347826086,0.16,0.0523304347826086,0.2123604347826086,-5.900434782608696,10.586521739130434,0.0,152.1699457122226,0.0,69.2275175933434,0.0,0.9999999999999998,466.12491335857067
5,0,1,5,3.2361565217391304,84.73726565788407,0.0,0.00032,0.00035,0.0603747826086956,0.16,0.060694782608695604,0.2207247826086956,-5.900434782608696,10.586521739130434,0.0,84.73726565788407,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
6,0,1,6,3.217382608695652,116.2381568636884,0.0,0.00032,0.00035,0.0729473913043478,0.16,0.0732673913043478,0.2332973913043478,-5.900434782608696,10.586521739130434,0.0,116.2381568636884,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
7,0,1,7,3.2076434782608696,116.7314081765,0.4627130434782608,0.00667,0.00745,0.0832765217391304,0.16,0.0899465217391304,0.2507265217391304,-5.900434782608696,10.586521739130434,0.16874954056132568,116.56265863593867,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
8,0,1,8,3.496982608695652,109.9745391396884,23.30951304347826,0.00667,0.00745,0.0846017391304347,0.16,0.0912717391304347,0.2520517391304347,-6.800869565217392,10.270434782608696,8.476715096738594,101.49782404294982,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
9,0,1,9,4.225869565217391,116.01885969858613,75.4596,0.00667,0.00745,0.0825343478260869,0.16,0.0892043478260869,0.24998434782608692,-6.800869565217392,10.270434782608696,27.256850476720384,88.76200922186574,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
10,0,1,10,5.022034782608696,114.38079358582608,129.34922608695652,0.00667,0.00745,0.0787204347826086,0.16,0.08539043478260859,0.24617043478260858,-6.800869565217392,10.270434782608696,46.38860270148847,67.9921908843376,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
11,0,1,11,5.807791304347827,115.8306640259101,166.7837739130435,0.00667,0.00745,0.072915652173913,0.16,0.079585652173913,0.240365652173913,-6.800869565217392,10.270434782608696,59.46878499149491,56.36187903441519,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
12,0,1,12,6.328991304347826,121.58316108947828,172.75046086956522,0.00667,0.00745,0.0727626086956521,0.16,0.0794326086956521,0.24021260869565209,-5.310434782608696,13.656521739130437,61.45819751502717,60.12496357445111,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
13,0,1,13,6.4916,124.51059870285508,145.73497391304346,0.00667,0.00745,0.075475652173913,0.16,0.082145652173913,0.242925652173913,-5.310434782608696,13.656521739130437,51.93852359307251,72.57207510978256,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
14,0,1,14,6.2661304347826094,117.67097903269566,96.22854782608697,0.00667,0.00745,0.0780208695652173,0.16,0.08469086956521729,0.2454708695652173,-5.310434782608696,13.656521739130437,34.46529214353142,83.20568688916423,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
15,0,1,15,5.418504347826088,118.40630556611596,34.41921739130435,0.00667,0.00745,0.0816360869565217,0.16,0.0883060869565217,0.2490860869565217,-5.310434782608696,13.656521739130437,12.426809056052107,105.97949651006385,0.0,0.0,0.0,0.9999999999999998,466.12491335857067
16,0,1,16,4.485773913043478,113.39366769621014,1.1956,0.00667,0.00745,0.0925152173913043,0.16,0.0991852173913043,0.2599652173913043,-7.028260869565218,10.691739130434785,0.43419138905129545,62.795710764628446,0.0,0.0,50.163765542530406,0.8832705484362745,411.7144078620357
